"What's up?","greetings"
"hola como estas","greetings"
"Hola","greetings"
"hiya","greetings"
"Hi, Watson, my name is John","greetings"
"Hi watson","greetings"
"hi to whom had like","greetings"
"hi there","greetings"
"Hi, my name is Michel","greetings"
"Hi, my name is Diego","greetings"
"hi","greetings"
"hey there","greetings"
"heya","greetings"
"hey","greetings"
"Hello Watson","greetings"
"Hello, My name is John?","greetings"
"hello, my name is esteban","greetings"
"Hello, how are you","greetings"
"Hello","greetings"
"greetings","greetings"
"good morning","greetings"
"good evening","greetings"
"good day","greetings"
"g'day","greetings"
"fdsafsaHi watson","greetings"
"ciao","greetings"
"buenos dias","greetings"
"buenas dias","greetings"
"yo my man","greetings"
"yo","greetings"
"yello","greetings"
"What's up ?","greetings"
"What's up","greetings"
"what doing","greetings"
"sup","greetings"
"say hello to me","greetings"
"namaste","greetings"
"I would like you to say hello","greetings"
"howdy","greetings"
"let me out","negative_reaction"
"You're asking me too much","negative_reaction"
"you are useless","negative_reaction"
"You are rubbish","negative_reaction"
"You are bad","negative_reaction"
"when will you die","negative_reaction"
"What good are you anyway?","negative_reaction"
"put up with it","negative_reaction"
"Let me out!","negative_reaction"
"Its not that good","negative_reaction"
"i dont want u to do anything","negative_reaction"
"go **** yourself","negative_reaction"
"Get out of my car!","negative_reaction"
"bad","negative_reaction"
"Thanks!","positive_reaction"
"you are funny","positive_reaction"
"Thank you very much","positive_reaction"
"Thank you","positive_reaction"
"Thanks Watson","positive_reaction"
"Thanks verymuch","positive_reaction"
"Thanks u","positive_reaction"
"Thanks mate","positive_reaction"
"Thanks man","positive_reaction"
"thanks, man!","positive_reaction"
"thanks for your support","positive_reaction"
"thanks dude","positive_reaction"
"thanks a truck","positive_reaction"
"Thanks.","positive_reaction"
"thankfully so","positive_reaction"
"OK thanks","positive_reaction"
"ok, thanks","positive_reaction"
"nice. thanks.","positive_reaction"
"great! thanks!","positive_reaction"
"great, thanks!","positive_reaction"
"great, thanks","positive_reaction"
"excellent, thanks","positive_reaction"
"check the wether","weather"
"check the weather","weather"
"Check the weater","weather"
"Can we go someplace where it's not raining?","weather"
"do you think will rain?","weather"
"when the rain stops?","weather"
"when the rain of end","weather"
"when the rail will end","weather"
"when rain","weather"
"when all the rain and","weather"
"What weather do you like?","weather"
"What us weather in 08854","weather"
