"What's up?","greetings"
"hola como estas","greetings"
"Hola","greetings"
"hiya","greetings"
"Hi, Watson, my name is John","greetings"
"Hi watson","greetings"
"hi to whom had like","greetings"
"hi there","greetings"
"Hi, my name is Michel","greetings"
"Hi, my name is Diego","greetings"
"hi how are u","greetings"
"hey there","greetings"
"heya","greetings"
"hey","greetings"
"hello, my name is esteban","greetings"
"Hello, how are you","greetings"
"Hello","greetings"
"greetings","greetings"
"good how are you","greetings"
"good evening","greetings"
"good day","greetings"
"Good afternoon.","greetings"
"good","greetings"
"g'day","greetings"
"feeling bit low","greetings"
"ciao","greetings"
"buenos dias","greetings"
"buenas dias","greetings"
"bonjour","greetings"
"aloha","greetings"
"yo","greetings"
"yello","greetings"
"What's up","greetings"
"what r u doing","greetings"
"what doing","greetings"
"sup","greetings"
"say hello to me","greetings"
"howdy","greetings"
"How are you doing","greetings"
"let me out","negative_reaction"
"You're asking me too much","negative_reaction"
"You don't know anything","negative_reaction"
"you are useless","negative_reaction"
"You are rubbish","negative_reaction"
"when will you die","negative_reaction"
"What good are you anyway?","negative_reaction"
"put up with it","negative_reaction"
"i want you to die","negative_reaction"
"Its not that good","negative_reaction"
"i dont want u to do anything","negative_reaction"
"I didn't say anything about weather.","negative_reaction"
"go and fuck you off","negative_reaction"
"Get out of my car!","negative_reaction"
"die","negative_reaction"
"can you understand me","negative_reaction"
"are you dead yet","negative_reaction"
"Thanks!","positive_reaction"
"This is good","positive_reaction"
"This is awesome","positive_reaction"
"thanks you are  funy","positive_reaction"
"Thanks Watson","positive_reaction"
"Thanks verymuch","positive_reaction"
"Thanks u","positive_reaction"
"Thanks mate","positive_reaction"
"Thanks man","positive_reaction"
"thanks, man!","positive_reaction"
"thanks for your support","positive_reaction"
"thanks for","positive_reaction"
"thanks dude","positive_reaction"
"Thanks","positive_reaction"
"thankfully so","positive_reaction"
"OK thanks","positive_reaction"
"nice. thanks.","positive_reaction"
"great! thanks!","positive_reaction"
"great, thanks!","positive_reaction"
"excellent, thanks","positive_reaction"
"Alright. Thanks!","positive_reaction"
"check the wether","weather"
"check the weather","weather"
"Check the weater","weather"
"Can you tell me what the weather looks like?","weather"
"can you tell me what's the weather will be in one hour if we keep goint in this direction?","weather"
"do you think will rain?","weather"
"when the rain of end","weather"
"when rain ends","weather"
